Season,GameCode,Team,PlayerID,PlayerName,PIR,IsStarter,IsPlaying,Dorsal,Minutes,Points,FieldGoalsMade2,FieldGoalsAttempted2,FieldGoalsMade3,FieldGoalsAttempted3,FreeThrowsMade,FreeThrowsAttempted,OffensiveRebounds,DefensiveRebounds,TotalRebounds,Assistances,Steals,Turnovers,BlocksFavour,BlocksAgainst,FoulsCommited,FoulsReceived,Plusminus
2023,11,IST,P012710,"OSMANI, ERCAN",0,0,0,24,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,11,IST,P006372,"YILMAZ, ERKAN",4,0,1,33,22:31,0,0,1,0,4,0,0,2,3,5,4,3,1,0,0,3,1,5
2023,11,IST,P009664,"WILLIS, DEREK",8,0,1,35,21:37,9,0,1,3,5,0,0,0,2,2,0,1,1,1,0,1,0,-5
2023,11,IST,P004554,"ZIZIC, ANTE",9,0,0,41,23:08,9,4,8,0,0,1,3,4,3,7,0,0,1,0,0,2,2,0
2023,11,IST,P011981,"JONES, TYRIQUE",2,1,0,88,15:10,5,2,4,0,0,1,2,0,1,1,0,0,0,0,1,2,2,-18
2023,11,MAD,P001392,"CAUSEUR, FABIEN",19,1,0,1,26:08,18,2,2,4,7,2,2,2,2,4,1,0,1,0,0,2,2,32
2023,11,MAD,P003733,"ABALDE, ALBERTO",0,0,0,6,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,11,MAD,P005928,"CAMPAZZO, FACUNDO",24,1,0,7,26:35,15,2,6,2,4,5,5,0,6,6,10,0,2,0,0,1,2,40
2023,11,MAD,P003108,"HEZONJA, MARIO",13,0,1,11,22:16,14,3,7,2,5,2,2,2,6,8,0,1,0,0,2,2,1,5
2023,11,MAD,PCVM,"RODRIGUEZ, SERGIO",-1,0,0,13,11:26,2,0,0,0,4,2,2,0,2,2,2,0,3,0,0,1,1,-19
2023,11,MAD,P009005,"DECK, GABRIEL",3,0,1,14,13:41,2,1,2,0,0,0,0,1,1,2,1,0,0,0,0,1,0,3
2023,11,MAD,P004887,"POIRIER, VINCENT",14,0,0,17,19:02,12,5,5,0,0,2,4,1,2,3,0,0,0,0,0,2,3,0
2023,11,MAD,P005791,"TAVARES, WALTER",8,1,0,22,17:27,5,1,3,0,0,3,4,1,0,1,2,0,1,2,0,2,4,19
2023,11,MAD,PTGB,"LLULL, SERGIO",0,0,1,23,13:52,3,0,0,1,2,0,0,0,0,0,1,0,0,0,0,3,0,-9
2023,11,MAD,P010357,"YABUSELE, GUERSCHON",39,1,0,28,26:18,22,3,4,3,3,7,7,2,6,8,4,2,0,0,0,0,4,20
2023,11,MAD,P009213,"NDIAYE, ELI",1,0,1,30,01:31,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
2023,11,MAD,P006540,"MUSA, DZANAN",9,1,1,31,21:44,10,4,5,0,4,2,2,1,2,3,1,0,2,1,0,2,3,22
2023,12,MIL,P007032,"LO, MAODO",0,1,0,0,20:09,6,1,1,1,5,1,2,0,0,0,1,0,1,0,0,2,1,-5
2023,12,MIL,P009960,"POYTHRESS, ALEX",2,0,0,2,13:23,7,3,6,0,0,1,2,1,1,2,0,1,1,0,2,4,3,8
2023,12,MIL,P006433,"PANGOS, KEVIN",2,0,1,5,19:49,4,0,2,1,5,1,1,0,0,0,6,0,3,0,0,4,5,-1
2023,12,MIL,P006509,"TONUT, STEFANO",2,0,0,7,06:37,2,1,1,0,1,0,1,0,2,2,0,1,1,0,0,1,1,-5
2023,12,MIL,P002849,"MELLI, NICOLO",4,1,1,9,23:40,5,1,1,1,1,0,0,2,1,3,1,1,2,0,0,4,0,-9
2023,12,MIL,P001518,"RICCI, GIAMPAOLO",0,0,0,17,05:27,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,-2
2023,12,MIL,P005670,"FLACCADORI, DIEGO",0,0,0,21,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,12,MIL,P011205,"HALL, DEVON",2,0,0,22,09:59,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
2023,12,MIL,P007831,"SHIELDS, SHAVON",30,1,1,31,33:31,22,5,7,4,6,0,0,0,5,5,8,0,2,0,0,1,2,-12
2023,12,MIL,P000796,"MIROTIC, NIKOLA",26,1,1,33,31:13,24,3,5,4,7,6,7,3,1,4,3,2,2,0,0,3,4,-6
2023,12,MIL,P002812,"HINES, KYLE",3,0,0,42,05:32,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,-6
2023,12,MIL,P007201,"VOIGTMANN, JOHANNES",18,1,1,77,30:40,18,7,9,1,4,1,2,2,4,6,4,0,4,0,0,2,2,-2
2023,12,TEL,P012744,"CLEVELAND, ANTONIUS",15,1,1,1,22:55,15,5,6,0,0,5,6,0,0,0,0,2,1,0,0,4,5,7
2023,12,TEL,P011971,"WEBB III, JAMES",9,1,1,3,24:48,6,1,1,1,4,1,2,0,5,5,0,1,0,0,0,1,2,11
2023,12,TEL,P009622,"BROWN, LORENZO",24,1,0,4,30:34,20,2,6,4,8,4,4,1,2,3,12,0,4,0,0,2,3,6
2023,12,TEL,P004233,"MENCO, RAFI",-3,0,1,8,08:29,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,2,1,5
2023,12,TEL,P011219,"SORKIN, ROMAN",-6,0,0,9,06:07,0,0,1,0,1,0,0,0,2,2,0,0,2,0,0,4,0,-2
2023,12,TEL,P007990,"DIBARTOLOMEO, JOHN",-2,0,0,12,02:21,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-3
2023,12,TEL,P011214,"RIVERO, JASIEL",26,0,0,14,19:25,21,8,9,0,0,5,8,2,2,4,1,2,1,0,0,2,5,12
2023,12,TEL,P005145,"COHEN, JAKE",3,0,0,15,11:16,2,1,2,0,1,0,0,0,1,1,0,1,0,0,0,0,1,-10
2023,12,TEL,P011199,"NEBO, JOSH",24,1,1,32,23:02,14,6,7,0,0,2,2,3,3,6,1,0,0,2,0,0,2,3
2023,12,TEL,P011193,"BLATT, TAMIR",4,0,0,45,19:48,4,0,1,1,3,1,2,0,0,0,7,2,3,0,0,3,1,5
2023,12,TEL,P009783,"COLSON, BONZIE",20,1,1,50,31:15,16,7,12,0,0,2,2,2,4,6,1,2,0,0,1,2,3,6
2023,13,PAN,P011209,"KALAITZAKIS, PANAGIOTIS",0,0,0,0,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,13,PAN,P007947,"VILDOZA, LUCA",9,1,0,2,29:49,8,3,4,0,5,2,2,0,4,4,5,2,4,0,0,1,1,3
2023,13,PAN,P011826,"GUY, KYLE",-6,0,0,3,06:28,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,2
2023,13,PAN,P006544,"MORAITIS, DIMITRIS",0,0,0,6,01:28,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-2
2023,13,PAN,P007553,"BALCEROWSKI, ALEKSANDER",2,0,0,8,05:42,2,0,1,0,1,2,2,0,0,0,0,1,0,0,0,0,1,-4
2023,13,PAN,P005161,"PAPAPETROU, IOANNIS",10,0,1,21,24:18,8,2,3,1,2,1,2,0,4,4,0,1,0,1,1,3,3,-2
2023,13,PAN,P011204,"GRANT, JERIAN",16,1,1,22,33:32,14,2,5,2,2,4,4,0,3,3,4,1,3,0,1,2,3,9
2023,13,PAN,P003842,"LESSORT, MATHIAS",20,1,1,26,33:27,16,7,10,0,0,2,3,3,3,6,2,0,2,1,1,2,4,8
2023,13,PAN,P011221,"ANTETOKOUNMPO, KOSTAS",0,0,0,37,01:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2023,13,PAN,P002328,"GRIGONIS, MARIUS",13,1,1,40,23:41,11,2,3,1,6,4,4,1,2,3,0,1,0,0,0,2,6,15
2023,13,PAN,P012712,"HERNANGOMEZ, JUANCHO",12,1,1,41,25:07,10,1,1,2,3,2,2,0,6,6,0,0,3,0,0,2,2,9
2023,13,PAN,P008084,"MANTZOUKAS, ELEFTHERIOS",8,0,0,72,15:21,9,0,1,3,3,0,0,1,0,1,0,0,0,0,0,1,0,-2
2023,13,MUN,P010391,"WEILER-BABB, NICK",1,0,0,0,13:21,2,0,1,0,0,2,2,2,0,2,0,0,0,0,0,3,1,-5
2023,13,MUN,P007975,"FRANCISCO, SYLVAIN",6,0,0,1,18:54,8,1,3,2,4,0,0,0,1,1,1,1,2,0,1,0,2,-3
2023,13,MUN,P011987,"EDWARDS, CARSEN",-11,0,0,3,16:07,0,0,4,0,3,0,0,0,1,1,0,0,3,0,1,4,3,-9
2023,13,MUN,P001557,"GIFFEY, NIELS",4,0,0,7,19:14,7,2,3,1,4,0,0,2,2,4,0,0,0,0,0,3,0,7
2023,13,MUN,P006760,"BONGA, ISAAC",16,1,1,9,29:15,10,2,4,1,4,3,3,1,5,6,2,2,1,0,0,2,4,-7
2023,13,MUN,P008985,"BOLMARO, LEANDRO",24,1,1,10,27:23,19,9,12,0,3,1,1,1,2,3,2,3,0,0,0,1,4,6
2023,13,MUN,P004508,"OBST, ANDREAS",7,1,1,13,17:53,7,2,3,1,5,0,0,0,3,3,1,1,0,0,0,1,1,-3
2023,13,MUN,P003583,"IBAKA, SERGE",12,1,1,14,19:57,7,2,4,1,2,0,0,2,4,6,2,0,0,3,0,3,0,-4
2023,13,MUN,P005478,"WIMBERG, NIKLAS",0,0,0,17,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,13,MUN,P007639,"BRANKOVIC, DANKO",0,0,0,22,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,13,MUN,P007056,"BOOKER, DEVIN",9,1,1,31,30:17,11,5,10,0,2,1,1,6,1,7,2,0,3,0,0,2,1,-11
2023,13,MUN,P011941,"GILLESPIE, FREDDIE",1,0,0,33,07:39,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,-6
2023,14,ASV,P012729,"SCOTT, MIKE",3,1,1,0,28:03,9,4,6,0,4,1,1,2,0,2,1,0,2,0,1,1,1,-26
2023,14,ASV,P011225,"LEE, PARIS",5,1,1,3,27:03,6,3,4,0,5,0,0,0,2,2,3,1,1,0,0,2,2,-21
2023,14,ASV,PKIR,"KAHUDI, CHARLES",0,0,0,5,12:20,3,0,3,1,2,0,0,0,3,3,0,0,0,0,1,2,1,-1
2023,14,ASV,P004194,"LAUVERGNE, JOFFREY",-2,0,1,7,20:11,3,0,7,1,2,0,0,4,1,5,1,1,1,0,2,4,3,-19
2023,14,ASV,P012080,"LUWAWU-CABARROT, TIMOTHE",11,1,0,9,31:15,10,3,5,0,4,4,4,1,4,5,1,1,1,0,0,2,3,-18
2023,14,ASV,P000229,"JACKSON, EDWIN",6,0,1,11,12:44,5,1,1,0,2,3,3,0,2,2,1,0,1,0,0,1,2,2
2023,14,ASV,P002100,"DE COLO, NANDO",4,0,0,12,19:19,4,1,3,0,2,2,2,1,4,5,1,0,5,0,1,0,4,-12
2023,14,ASV,P012730,"EGBUNU, JOHN",7,1,0,15,19:26,6,3,3,0,0,0,0,2,1,3,0,0,0,0,0,2,0,-6
2023,14,ASV,P006568,"FALL, YOUSSOUPHA",0,0,0,19,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,14,ASV,P012731,"NDIAYE, MBAYE",2,0,1,24,08:04,0,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,-1
2023,14,ASV,P011386,"NOAM, YAACOV",0,0,0,31,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,14,ASV,P012732,"JACKSON, FRANK",11,1,0,33,21:35,16,4,7,2,5,2,2,1,2,3,0,1,2,0,1,3,3,-28
2023,14,PAR,P008987,"LEDAY, ZACH",27,1,1,2,27:59,13,3,3,1,1,4,5,2,5,7,2,1,0,2,0,0,3,26
2023,14,PAR,P003983,"AVRAMOVIC, ALEKSA",4,1,1,4,22:52,4,2,4,0,2,0,0,1,2,3,3,1,2,0,0,1,0,23
2023,14,PAR,P011050,"KOPRIVICA, BALSA",8,0,0,5,08:37,4,2,4,0,0,0,0,1,2,3,0,1,0,3,0,1,0,1
2023,14,PAR,P009862,"PUNTER, KEVIN",10,1,1,7,22:51,11,3,6,0,3,5,5,0,3,3,3,2,2,1,0,4,2,9
2023,14,PAR,P011051,"SMAILAGIC, ALEN",16,0,1,9,15:17,12,5,5,0,1,2,2,1,3,4,1,1,1,0,0,3,3,15
2023,14,PAR,P007400,"NUNNALLY, JAMES",26,1,0,21,32:07,17,4,5,2,4,3,3,0,5,5,6,1,2,0,0,1,3,22
2023,14,PAR,P007673,"TRIFUNOVIC, UROS",2,0,0,32,13:55,3,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,3
2023,14,PAR,P000956,"ANDJUSIC, DANILO",6,0,1,33,15:43,8,2,4,0,3,4,4,1,1,2,0,1,1,0,0,1,2,16
2023,14,PAR,P012742,"DOZIER JR, PERRY",3,0,0,35,15:28,6,2,3,0,4,2,2,0,2,2,0,2,0,0,0,3,1,6
2023,14,PAR,P004172,"PONITKA, MATEUSZ",2,0,0,37,09:05,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
2023,14,PAR,P012743,"KAMINSKY, FRANK",12,1,0,44,16:06,8,4,5,0,0,0,0,2,2,4,2,1,0,0,0,4,2,10
2023,15,MCO,P011212,"OKOBO, ELIE",-5,0,0,2,27:38,0,0,5,0,3,0,0,0,2,2,2,1,1,0,0,2,1,-20
2023,15,MCO,P011231,"BLOSSOMGAME, JARON",4,0,1,4,17:11,2,1,3,0,2,0,0,3,1,4,0,0,0,1,0,0,1,-11
2023,15,MCO,P010588,"BROWN, JOHN",-2,1,0,10,14:17,0,0,2,0,0,0,0,1,2,3,0,0,0,0,0,4,1,-9
2023,15,MCO,P011226,"DIALLO, ALPHA",-1,1,0,11,20:12,6,3,6,0,1,0,0,0,1,1,0,0,2,0,0,3,1,-12
2023,15,MCO,P004790,"CORNELIE, PETR",5,0,1,12,18:32,7,2,4,1,4,0,0,3,3,6,0,0,0,0,0,3,0,-6
2023,15,MCO,P002581,"JAITEH, MAM",0,0,0,14,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,15,MCO,PLCZ,"MOTIEJUNAS, DONATAS",10,1,0,20,15:14,7,3,8,0,1,1,5,2,2,4,3,1,0,0,1,0,6,-13
2023,15,MCO,P012515,"TARPEY, TERRY",6,0,0,22,06:27,2,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,2,-6
2023,15,MCO,P004197,"OUATTARA, YAKUBA",4,1,1,24,18:30,5,2,3,0,1,1,1,2,1,3,0,0,1,0,0,2,1,-11
2023,15,MCO,P008099,"STRAZEL, MATTHEW",6,0,1,32,17:22,9,2,2,1,5,2,2,0,0,0,0,1,0,0,0,3,3,-2
2023,15,MCO,P011196,"HALL, DONTA",9,0,0,45,14:46,7,2,3,0,0,3,6,2,3,5,0,0,1,0,0,1,3,-9
2023,15,MCO,P005985,"JAMES, MIKE",11,1,1,55,29:51,14,2,6,2,5,4,9,1,0,1,3,0,2,0,0,1,8,-21
2023,15,VIR,P009549,"CORDINIER, ISAIA",7,1,0,0,16:03,6,3,3,0,1,0,0,1,1,2,2,1,2,0,0,3,2,13
2023,15,VIR,P010781,"LUNDBERG, IFFE",14,0,1,1,22:15,14,3,6,2,3,2,4,1,3,4,4,0,2,0,0,3,3,8
2023,15,VIR,PBCN,"BELINELLI, MARCO",9,1,0,3,19:39,13,1,2,3,6,2,3,0,2,2,1,0,1,0,0,2,1,14
2023,15,VIR,P006739,"PAJOLA, ALESSANDRO",-1,0,1,6,10:55,2,1,2,0,1,0,0,1,1,2,1,0,0,0,1,3,0,2
2023,15,VIR,P011192,"SMITH, JALEEN",14,0,0,9,13:16,12,0,1,4,5,0,0,2,1,3,1,0,0,0,0,1,1,12
2023,15,VIR,P004007,"DOBRIC, OGNJEN",11,0,1,13,20:47,9,1,1,2,3,1,2,0,3,3,2,1,2,0,0,2,2,13
2023,15,VIR,P012714,"CACOK, DEVONTAE",-2,0,1,15,05:38,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0
2023,15,VIR,P001133,"SHENGELIA, TORNIKE",18,1,0,21,25:58,12,2,4,2,5,2,2,2,3,5,4,1,1,0,0,2,4,19
2023,15,VIR,P001844,"HACKETT, DANIEL",5,1,0,23,17:31,8,0,1,2,5,2,2,0,2,2,0,0,1,0,0,5,5,12
2023,15,VIR,P008847,"MICKEY, JORDAN",5,0,0,25,20:51,5,1,5,1,2,0,0,1,7,8,0,0,3,1,0,1,0,12
2023,15,VIR,P003048,"DUNSTON, BRYANT",7,1,0,42,23:42,2,1,4,0,0,0,0,5,3,8,3,0,1,0,0,3,1,18
2023,15,VIR,P003527,"ABASS, AWUDU",1,0,1,55,03:25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-3
2023,16,OLY,P008855,"WALKUP, THOMAS",5,1,1,0,35:35,14,4,9,2,5,0,0,2,1,3,2,0,5,0,1,1,1,-13
2023,16,OLY,P010612,"CANAAN, ISAIAH",4,1,1,3,17:38,9,2,4,1,3,2,2,1,0,1,0,2,2,0,0,4,2,-10
2023,16,OLY,P006302,"LOUNTZIS, MICHALIS",4,0,0,4,08:31,3,0,0,1,3,0,0,0,2,2,2,0,0,0,0,1,0,5
2023,16,OLY,P010392,"LARENTZAKIS, GIANNOULIS",0,0,0,5,18:11,5,1,2,1,7,0,0,0,0,0,3,0,1,0,0,2,2,1
2023,16,OLY,P012023,"PAPAS, GEORGE",0,0,0,9,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,16,OLY,P008811,"FALL, MOUSTAPHA",4,0,0,10,12:48,4,2,2,0,0,0,0,0,1,1,2,0,1,0,0,2,0,1
2023,16,OLY,P001255,"PAPANIKOLAOU, KOSTAS",12,1,1,16,29:38,7,3,6,0,2,1,1,0,4,4,3,4,2,1,1,2,3,-12
2023,16,OLY,P011983,"BRAZDEIKIS, IGNAS",4,0,0,17,18:16,5,2,3,0,0,1,2,0,1,1,0,1,0,0,1,2,2,0
2023,16,OLY,P008829,"PETERS, ALEC",14,1,1,25,32:13,11,2,3,2,5,1,1,1,3,4,3,2,1,0,0,2,1,-7
2023,16,OLY,P003941,"MILUTINOV, NIKOLA",18,1,1,33,27:10,10,5,9,0,0,0,1,1,3,4,2,2,0,1,0,0,4,-10
2023,16,OLY,P010631,"TANOULIS, GEORGIOS",0,0,0,50,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,16,OLY,P012298,"ABOSI, VENIAMIN",0,0,0,81,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,16,BAR,P011244,"DA SILVA, OSCAR",8,1,0,1,20:42,7,3,4,0,0,1,2,2,1,3,1,0,2,1,0,1,1,-3
2023,16,BAR,P000925,"VESELY, JAN",14,1,1,6,22:15,8,3,8,0,0,2,2,2,2,4,3,4,1,2,1,3,3,14
2023,16,BAR,P009992,"BRIZUELA, DARIO",1,0,0,8,02:45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2
2023,16,BAR,P004866,"KALINIC, NIKOLA",13,1,1,10,26:56,8,1,2,2,3,0,0,0,6,6,1,3,2,0,0,1,0,10
2023,16,BAR,P002939,"SATORANSKY, TOMAS",2,1,1,13,20:16,5,0,1,1,3,2,2,0,1,1,2,0,2,0,1,2,2,8
2023,16,BAR,P003196,"HERNANGOMEZ, WILLY",1,0,0,14,17:41,0,0,2,0,1,0,0,0,7,7,0,0,2,0,0,2,1,-5
2023,16,BAR,P006435,"LAPROVITTOLA, NICOLAS",22,1,1,20,28:00,17,4,4,3,5,0,0,0,0,0,7,0,3,0,0,0,3,8
2023,16,BAR,P003478,"ABRINES, ALEX",14,0,1,21,14:59,16,0,0,5,7,1,2,0,2,2,1,0,2,0,0,3,3,15
2023,16,BAR,P012745,"PARKER, JABARI",2,0,0,22,13:24,3,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,-2
2023,16,BAR,P010641,"NNAJI, JAMES",0,0,0,23,00:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,16,BAR,P007519,"JOKUBAITIS, ROKAS",14,0,0,31,20:44,10,1,1,2,4,2,2,0,2,2,4,0,2,0,0,0,2,0
2023,16,BAR,P007464,"PARRA, JOEL",1,0,0,44,12:14,3,0,1,1,1,0,0,1,0,1,0,0,1,0,0,2,1,2
2023,17,PAM,P000556,"CLAVER, VICTOR",8,0,1,1,16:41,4,2,3,0,0,0,0,0,4,4,1,0,0,0,0,0,0,3
2023,17,PAM,P006643,"PUERTO, JOSEP",-3,0,0,2,12:04,1,0,3,0,0,1,2,1,3,4,1,0,3,0,2,2,2,0
2023,17,PAM,P012738,"REUVERS, NATHAN",5,1,1,3,16:44,5,1,1,1,4,0,0,0,5,5,0,0,0,0,0,2,0,2
2023,17,PAM,P010393,"PRADILLA, JAIME",2,0,0,4,05:22,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,-7
2023,17,PAM,P010568,"JONES, CHRIS",14,1,0,7,27:16,11,5,10,0,2,1,2,2,1,3,7,2,2,1,1,1,2,0
2023,17,PAM,P009101,"FERRANDO, GUILLEM",3,0,0,8,09:58,2,0,0,0,1,2,2,0,1,1,1,0,0,0,0,1,1,-1
2023,17,PAM,P003960,"INGLIS, DAMIEN",11,0,1,10,20:37,10,4,7,0,0,2,3,1,4,5,0,0,1,0,1,2,4,8
2023,17,PAM,P004863,"JOVIC, STEFAN",8,0,0,16,05:31,5,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,2,8
2023,17,PAM,P012739,"TOURE, BOUBACAR",4,1,0,21,16:04,5,2,3,0,0,1,2,1,0,1,0,0,1,1,1,1,2,-7
2023,17,PAM,P012740,"ROBERTSON, KASSIUS",1,1,0,30,24:32,6,0,4,2,4,0,2,2,2,4,2,0,1,0,1,2,1,-1
2023,17,PAM,P007870,"DAVIES, BRANDON",21,0,1,32,21:17,18,7,13,0,0,4,4,3,0,3,3,1,1,0,0,4,7,10
2023,17,PAM,P011982,"OJELEYE, SEMI",9,1,1,37,23:54,8,1,3,0,1,6,7,2,5,7,0,0,2,0,0,4,4,0
2023,17,ULK,P011157,"MOTLEY, JOHNATHAN",-2,0,0,0,06:15,1,0,1,0,0,1,4,0,0,0,0,0,1,1,0,3,4,-1
2023,17,ULK,P006661,"WILBEKIN, SCOTTIE",15,0,1,3,21:22,14,2,3,3,6,1,3,0,2,2,2,1,0,0,1,2,5,-2
2023,17,ULK,P002968,"SANLI, SERTAC",4,0,0,5,15:46,5,1,2,1,2,0,0,1,1,2,0,0,0,2,0,3,0,-1
2023,17,ULK,P005844,"PAPAGIANNIS, GEORGIOS",11,1,0,9,22:48,8,4,5,0,0,0,0,2,1,3,1,0,0,2,0,2,0,-6
2023,17,ULK,P002969,"MAHMUTOGLU, MELIH",0,0,1,10,00:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
2023,17,ULK,P008962,"HAYES-DAVIS, NIGEL",14,1,1,11,33:22,11,2,3,2,7,1,2,1,5,6,2,1,1,0,0,2,4,5
2023,17,ULK,P010560,"PIERRE, DYSHAWN",0,1,0,21,14:28,0,0,2,0,4,0,0,3,2,5,1,1,0,0,0,1,0,-6
2023,17,ULK,P004004,"GUDURIC, MARKO",1,0,1,23,21:25,6,2,5,0,6,2,2,1,2,3,1,0,1,0,0,0,1,-2
2023,17,ULK,P009849,"DORSEY, TYLER",17,1,0,27,24:33,17,1,2,4,7,3,4,0,2,2,3,0,1,1,1,3,4,4
2023,17,ULK,P001932,"CALATHES, NICK",-3,0,0,33,04:05,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,-6
2023,17,ULK,P011052,"MADAR, YAM",8,1,0,41,22:02,10,2,3,1,4,3,4,1,0,1,3,3,2,0,0,5,3,2
2023,17,ULK,P011980,"SESTINA, NATHAN",-3,0,1,77,13:50,2,1,2,0,1,0,0,0,1,1,0,0,0,0,0,4,0,0
2023,18,ZAL,P011218,"EVANS, KEENAN",9,1,0,2,25:18,8,1,3,1,3,3,6,1,0,1,5,1,2,0,0,2,5,5
2023,18,ZAL,P011965,"MITROU-LONG, NAZ",0,0,0,3,11:21,3,0,1,1,4,0,0,0,1,1,1,1,1,0,0,2,1,-14
2023,18,ZAL,P003210,"LEKAVICIUS, LUKAS",-1,0,0,4,03:01,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,3
2023,18,ZAL,P010390,"HAYES, KEVARRIUS",17,1,1,8,22:21,8,4,4,0,0,0,0,1,4,5,0,1,0,4,0,2,1,2
2023,18,ZAL,P007513,"GIEDRAITIS, DOVYDAS",0,0,0,9,01:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7
2023,18,ZAL,P007109,"SMITS, ROLANDS",21,1,1,10,25:38,18,7,9,1,3,1,1,2,5,7,1,0,0,0,0,4,3,18
2023,18,ZAL,P005504,"BIRUTIS, LAURYNAS",6,0,0,15,11:17,4,2,4,0,0,0,1,1,3,4,0,0,0,0,0,0,1,-9
2023,18,ZAL,P003211,"DIMSA, TOMAS",-2,1,1,33,29:12,2,1,2,0,4,0,0,0,0,0,3,1,1,0,0,4,2,23
2023,18,ZAL,P006860,"LAVRINOVICIUS, DANIELIUS",0,0,0,35,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,18,ZAL,P012715,"MANEK, BRADY",8,0,0,45,16:12,9,1,3,2,3,1,2,0,3,3,0,0,1,0,0,1,2,-2
2023,18,ZAL,P002676,"BUTKEVICIUS, ARNAS",15,0,1,51,19:53,12,3,5,1,2,3,4,1,4,5,2,0,0,0,1,4,5,-7
2023,18,ZAL,P002329,"ULANOVAS, EDGARAS",19,1,1,92,34:02,15,6,8,1,4,0,0,4,2,6,4,0,1,1,0,2,1,13
2023,18,RED,PJDR,"TEODOSIC, MILOS",17,0,1,4,25:28,15,2,4,3,7,2,2,1,3,4,4,1,2,0,0,2,3,2
2023,18,RED,P005099,"HANGA, ADAM",2,0,0,5,20:22,6,3,5,0,2,0,1,1,2,3,0,0,0,0,1,2,1,11
2023,18,RED,P007960,"DAVIDOVAC, DEJAN",6,1,1,7,26:38,6,0,1,2,3,0,0,1,3,4,0,0,0,0,0,3,1,-5
2023,18,RED,P002553,"MITROVIC, LUKA",20,0,1,9,22:27,16,6,10,0,0,4,6,5,3,8,1,0,1,1,1,3,5,5
2023,18,RED,P012711,"SIMONOVIC, MARKO",3,1,0,11,03:09,2,1,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,-4
2023,18,RED,P011224,"NAPIER, SHABAZZ",-1,1,0,13,14:49,9,0,5,1,5,6,6,0,0,0,1,1,1,0,2,3,3,-6
2023,18,RED,P008966,"TOBEY, MIKE",0,1,0,18,06:50,2,1,3,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-2
2023,18,RED,P009035,"BOLOMBOY, JOEL",4,0,0,21,12:41,6,2,2,0,1,2,2,0,0,0,0,0,1,0,0,2,2,-6
2023,18,RED,P011964,"ILIC, DALIBOR",3,0,0,22,12:15,0,0,0,0,0,0,0,0,5,5,1,0,0,0,0,3,0,-9
2023,18,RED,P000848,"NEDOVIC, NEMANJA",5,0,1,26,23:20,8,3,7,0,4,2,3,0,0,0,4,0,0,0,0,2,4,5
2023,18,RED,P006436,"GIEDRAITIS, ROKAS",4,1,1,31,32:01,4,2,6,0,1,0,0,3,1,4,2,1,3,0,1,1,3,-16
