Season,GameCode,Team,PlayerID,PlayerName,PIR,IsStarter,IsPlaying,Dorsal,Minutes,Points,FieldGoalsMade2,FieldGoalsAttempted2,FieldGoalsMade3,FieldGoalsAttempted3,FreeThrowsMade,FreeThrowsAttempted,OffensiveRebounds,DefensiveRebounds,TotalRebounds,Assistances,Steals,Turnovers,BlocksFavour,BlocksAgainst,FoulsCommited,FoulsReceived,Plusminus
2024,2,MIL,P000796,"MIROTIC, NIKOLA",8,1,1,33,27:19,9,0,0,2,5,3,4,1,2,3,0,2,2,0,0,2,2,-15
2024,2,MIL,P013386,"MC CORMACK, DAVID",-1,0,0,35,12:25,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2024,3,ZAL,P011925,"WALLACE, TYRONE",8,1,0,1,15:40,6,3,5,0,1,0,0,0,2,2,2,1,2,0,0,1,3,-4
2024,3,ZAL,P007975,"FRANCISCO, SYLVAIN",22,0,0,3,17:44,19,2,4,4,6,3,4,2,2,4,3,1,1,0,0,2,3,11
2024,3,ZAL,P003210,"LEKAVICIUS, LUKAS",0,0,0,4,00:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,3,ZAL,P011983,"BRAZDEIKIS, IGNAS",11,1,1,8,25:39,17,7,11,1,5,0,0,1,4,5,0,0,1,0,0,2,0,8
2024,3,ZAL,P007513,"GIEDRAITIS, DOVYDAS",7,1,1,9,26:29,7,2,2,1,3,0,0,0,2,2,1,1,1,0,0,2,1,5
2024,3,ZAL,P005504,"BIRUTIS, LAURYNAS",8,1,0,15,19:13,3,1,2,0,0,1,3,1,4,5,1,0,1,2,0,1,2,-7
2024,3,ZAL,P011051,"SMAILAGIC, ALEN",0,0,0,18,04:25,0,0,0,0,1,0,0,0,2,2,0,1,0,0,0,2,0,4
2024,3,ZAL,P012622,"MITCHELL, MATTHEW",2,0,1,21,21:37,6,3,7,0,5,0,0,3,3,6,0,1,0,0,0,3,1,3
2024,3,ZAL,P003048,"DUNSTON, BRYANT",-1,0,1,42,16:22,0,0,1,0,0,0,0,2,1,3,0,0,1,1,0,3,0,10
2024,3,ZAL,P002676,"BUTKEVICIUS, ARNAS",8,1,1,51,24:49,6,0,1,2,4,0,0,2,1,3,0,2,0,0,0,1,1,0
2024,3,ZAL,P007029,"SIRVYDIS, DEIVIDAS",4,0,0,91,12:23,8,0,0,2,3,2,2,0,1,1,0,0,3,0,0,2,1,-2
2024,3,ZAL,P002329,"ULANOVAS, EDGARAS",8,0,0,92,15:11,2,1,2,0,1,0,0,1,2,3,1,2,2,0,0,1,5,7
2024,3,BAR,P009862,"PUNTER, KEVIN",11,1,0,0,24:52,11,1,3,2,4,3,3,0,2,2,1,0,1,0,0,2,4,-14
2024,3,BAR,P012795,"ANDERSON, JUSTIN",4,1,1,1,14:16,4,1,2,0,0,2,2,0,0,0,1,0,1,0,0,0,1,-10
2024,3,BAR,P000925,"VESELY, JAN",8,0,0,6,20:48,7,2,6,0,0,3,4,0,3,3,1,1,0,0,0,2,3,-7
2024,3,BAR,P013379,"METU, CHIMEZIE",7,0,1,10,22:35,7,3,4,0,3,1,2,2,4,6,0,2,1,0,1,3,2,-8
2024,3,BAR,P002939,"SATORANSKY, TOMAS",5,1,1,13,28:00,2,1,5,0,0,0,0,4,3,7,5,0,3,0,1,3,2,-5
2024,3,BAR,P003196,"HERNANGOMEZ, WILLY",4,1,0,14,11:34,8,3,6,0,0,2,4,1,0,1,1,0,0,0,1,2,2,-4
2024,3,BAR,P010106,"NUNEZ, JUAN",3,0,0,17,07:28,0,0,1,0,0,0,0,1,2,3,1,0,1,0,0,1,2,-1
2024,3,BAR,P006568,"FALL, YOUSSOUPHA",0,0,0,19,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,3,BAR,P006435,"LAPROVITTOLA, NICOLAS",20,0,1,20,23:29,12,3,4,1,2,3,4,0,1,1,8,3,2,0,0,3,4,11
2024,3,BAR,P003478,"ABRINES, ALEX",4,0,1,21,23:00,5,1,1,1,6,0,0,0,3,3,1,1,0,0,0,1,0,-3
2024,3,BAR,P012745,"PARKER, JABARI",8,1,0,22,23:58,11,4,5,1,5,0,0,0,2,2,0,0,0,0,0,0,0,6
2024,3,BAR,P007464,"PARRA, JOEL",0,0,0,44,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,4,BAS,P011948,"HOWARD, MARKUS",12,0,0,0,20:07,17,2,6,3,6,4,4,0,1,1,1,0,1,0,0,1,2,9
2024,4,BAS,P008850,"RAIESTE, SANDER",0,0,0,2,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,4,BAS,P007230,"SEDEKERSKIS, TADAS",21,1,1,8,27:08,14,3,3,2,3,2,4,1,5,6,1,0,0,0,0,0,3,-4
2024,4,BAS,P012080,"LUWAWU-CABARROT, TIMOTHE",14,1,1,9,30:53,15,5,10,1,2,2,2,1,3,4,2,2,2,1,0,3,1,8
2024,4,BAS,P004058,"JARAMAZ, OGNJEN",1,0,0,10,01:03,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2024,4,BAS,P013367,"FORREST, TRENT",17,1,1,11,22:11,10,2,3,1,1,3,3,0,2,2,4,1,1,0,0,0,2,5
2024,4,BAS,P011085,"ROGKAVOPOULOS, NIKOLAOS",-2,0,0,17,06:55,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,-3
2024,4,BAS,P008072,"DIOP, KHALIFA",6,0,0,18,17:12,2,1,1,0,0,0,0,1,3,4,0,0,1,1,0,1,1,2
2024,4,BAS,P012597,"BALDWIN, KAMAR",5,0,0,44,16:46,7,2,3,1,3,0,0,0,1,1,2,0,1,0,0,1,0,0
2024,4,BAS,P011196,"HALL, DONTA",14,1,1,45,22:20,8,3,3,0,0,2,2,1,3,4,0,0,0,4,0,4,2,4
2024,4,BAS,P012058,"NDIAYE, OUSMANE",0,0,0,46,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,4,BAS,P012201,"MONEKE, CHIMA",16,1,1,95,35:25,13,2,4,1,5,6,6,2,2,4,4,1,3,0,0,2,5,8
2024,4,PAR,P007870,"DAVIES, BRANDON",15,1,1,0,30:38,20,5,7,3,6,1,2,1,0,1,3,1,2,0,1,3,2,-5
2024,4,PAR,P010781,"LUNDBERG, IFFE",9,1,1,1,22:55,10,2,5,2,4,0,0,0,1,1,4,0,2,0,0,1,2,1
2024,4,PAR,P013369,"JONES, CARLIK",9,0,1,2,19:59,4,2,6,0,0,0,0,0,3,3,6,1,1,0,1,1,2,-5
2024,4,PAR,P006591,"NTILIKINA, FRANK",3,0,0,3,17:52,3,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,1,-9
2024,4,PAR,P011050,"KOPRIVICA, BALSA",0,0,0,5,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,4,PAR,P007632,"NAKIC, MARIO",0,0,0,7,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,4,PAR,P004761,"MARINKOVIC, VANJA",10,1,1,9,28:56,11,1,1,3,6,0,0,1,3,4,2,0,0,0,0,4,0,6
2024,4,PAR,P008232,"POKUSEVSKI, ALEKSEJ",0,0,0,11,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,4,PAR,P012720,"BROWN, STERLING",-1,1,0,12,24:49,4,2,6,0,2,0,0,0,3,3,3,2,2,0,3,2,0,-6
2024,4,PAR,P006760,"BONGA, ISAAC",5,0,1,17,23:38,8,0,5,2,4,2,2,0,4,4,1,0,0,0,1,1,1,-3
2024,4,PAR,P007736,"LAKIC, ARIJAN",0,0,0,19,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,4,PAR,P011981,"JONES, TYRIQUE",28,1,0,88,31:13,22,9,10,0,0,4,6,1,3,4,1,2,1,0,0,3,6,-9
2024,5,MUN,P010391,"WEILER-BABB, NICK",-1,1,1,0,17:09,0,0,2,0,2,0,0,0,0,0,4,1,3,0,0,0,1,-6
2024,5,MUN,P011244,"DA SILVA, OSCAR",4,0,0,1,14:53,4,1,2,0,0,2,2,1,0,1,0,1,1,0,0,2,2,-2
2024,5,MUN,P011987,"EDWARDS, CARSEN",12,0,1,3,26:55,14,4,7,1,9,3,3,1,2,3,6,0,1,0,1,2,4,10
2024,5,MUN,P001557,"GIFFEY, NIELS",13,0,1,5,18:36,6,0,0,2,2,0,0,0,3,3,1,1,0,1,0,0,1,15
2024,5,MUN,P007201,"VOIGTMANN, JOHANNES",23,1,0,7,33:52,19,2,3,5,9,0,2,3,7,10,4,1,2,0,0,3,1,-6
2024,5,MUN,P011224,"NAPIER, SHABAZZ",23,0,1,8,23:11,25,4,7,4,5,5,6,0,2,2,2,1,3,0,1,3,5,21
2024,5,MUN,P001288,"LUCIC, VLADIMIR",14,1,1,11,23:07,9,1,2,0,2,7,7,1,2,3,1,1,1,0,0,0,4,-9
2024,5,MUN,P004508,"OBST, ANDREAS",9,1,0,13,13:05,9,1,1,2,3,1,2,0,0,0,2,0,1,0,0,2,3,-2
2024,5,MUN,P005460,"HARRIS, ELIAS",0,0,0,20,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,MUN,P007639,"BRANKOVIC, DANKO",1,0,0,22,04:15,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,6
2024,5,MUN,P007056,"BOOKER, DEVIN",8,1,0,31,24:57,11,3,4,1,3,2,2,1,2,3,2,1,3,0,1,5,3,13
2024,5,MUN,P011052,"MADAR, YAM",0,0,0,41,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,5,MAD,P003733,"ABALDE, ALBERTO",0,1,0,6,17:06,3,0,0,1,2,0,0,0,1,1,0,1,2,0,0,2,0,9
2024,5,MAD,P005928,"CAMPAZZO, FACUNDO",21,1,0,7,27:22,19,2,7,3,5,6,6,0,1,1,9,2,3,0,1,5,6,5
2024,5,MAD,P013378,"RATHAN-MAYES, XAVIER",10,0,1,8,14:27,12,4,5,1,3,1,5,0,1,1,1,3,1,1,0,3,3,-8
2024,5,MAD,P011649,"GONZALEZ, HUGO",1,0,0,9,07:28,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,2
2024,5,MAD,P006540,"MUSA, DZANAN",13,1,1,13,24:16,18,5,8,2,5,2,2,0,2,2,4,0,4,0,0,2,1,1
2024,5,MAD,P009005,"DECK, GABRIEL",14,0,1,14,27:32,11,4,4,0,1,3,4,0,5,5,1,0,1,0,0,2,2,-12
2024,5,MAD,P007630,"GARUBA, USMAN",-1,0,0,16,04:38,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-4
2024,5,MAD,P003583,"IBAKA, SERGE",5,0,1,18,16:26,9,3,4,1,3,0,0,2,2,4,0,0,1,0,0,4,0,-7
2024,5,MAD,P005791,"TAVARES, WALTER",20,1,0,22,21:05,12,5,5,0,0,2,3,3,6,9,0,0,2,2,0,2,2,2
2024,5,MAD,PTGB,"LLULL, SERGIO",6,0,1,23,13:55,3,0,0,1,2,0,0,0,1,1,1,1,0,0,0,1,2,-16
2024,5,MAD,P011247,"FELIZ, ANDRES",-1,0,0,24,11:38,0,0,1,0,0,0,0,0,0,0,2,1,2,0,0,2,1,-11
2024,5,MAD,P009213,"NDIAYE, ELI",0,1,0,30,14:07,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-1
2024,6,TEL,P006835,"HOARD, JAYLEN",13,0,1,1,21:23,15,6,12,0,0,3,4,3,1,4,1,0,0,0,1,1,2,-1
2024,6,TEL,P009754,"LOYD, JORDAN",12,1,0,3,26:31,15,5,8,1,3,2,2,0,1,1,2,1,1,0,0,2,1,19
2024,6,TEL,P007855,"KABA, ALPHA",0,0,1,7,02:17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-2
2024,6,TEL,P004233,"MENCO, RAFI",0,0,0,8,04:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
2024,6,TEL,P011219,"SORKIN, ROMAN",4,1,0,9,22:29,7,3,5,0,3,1,2,1,2,3,1,1,0,1,1,4,2,3
2024,6,TEL,P013381,"RAYMAN, WILLIAM",0,0,1,11,03:22,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2024,6,TEL,P007990,"DIBARTOLOMEO, JOHN",12,0,1,12,18:19,8,0,0,2,3,2,2,0,2,2,0,2,1,0,0,1,3,0
2024,6,TEL,P011214,"RIVERO, JASIEL",24,1,0,14,29:04,11,5,7,0,1,1,2,2,7,9,2,3,2,2,0,2,5,4
2024,6,TEL,P005145,"COHEN, JAKE",0,0,0,15,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,TEL,P013382,"RANDOLPH, LEVI",5,1,1,20,28:16,8,3,7,0,1,2,2,1,5,6,0,1,2,0,1,3,1,12
2024,6,TEL,P007519,"JOKUBAITIS, ROKAS",2,0,0,31,15:06,4,2,3,0,2,0,0,0,1,1,2,0,2,1,0,2,1,-11
2024,6,TEL,P011193,"BLATT, TAMIR",36,1,0,45,28:51,21,4,5,4,4,1,1,0,2,2,12,1,2,0,0,0,3,18
2024,6,ASV,P013371,"HARRISON, SHAQUILLE",2,0,0,1,15:46,5,1,3,1,1,0,0,0,1,1,1,0,1,1,1,2,0,6
2024,6,ASV,P013372,"SCHOFIELD, ADMIRAL",0,0,0,2,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,6,ASV,P011225,"LEE, PARIS",13,1,1,3,24:51,12,3,6,2,4,0,0,0,2,2,4,1,1,0,0,1,1,-13
2024,6,ASV,PKIR,"KAHUDI, CHARLES",-1,1,0,5,03:26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2024,6,ASV,P007027,"MALEDON, THEO",17,1,1,6,26:38,11,2,4,1,3,4,4,0,4,4,3,2,2,0,0,1,4,-12
2024,6,ASV,P004194,"LAUVERGNE, JOFFREY",11,1,1,7,25:47,17,7,11,1,3,0,0,1,0,1,1,0,1,0,1,2,2,-15
2024,6,ASV,P000229,"JACKSON, EDWIN",0,0,1,11,21:57,5,1,4,1,2,0,0,1,1,2,1,0,2,0,1,2,1,-8
2024,6,ASV,P002100,"DE COLO, NANDO",5,0,0,12,13:22,5,2,3,0,1,1,1,0,0,0,4,0,2,0,0,1,1,5
2024,6,ASV,P010545,"SAKO, NEAL",15,1,0,13,16:43,6,2,3,0,0,2,2,4,0,4,3,2,0,1,1,1,2,-4
2024,6,ASV,P003526,"LIGHTY, DAVID",4,0,0,23,14:00,3,0,1,1,2,0,0,0,2,2,2,0,0,0,0,2,1,0
2024,6,ASV,P012731,"NDIAYE, MBAYE",11,0,0,24,19:44,8,2,3,1,1,1,1,0,3,3,4,1,4,1,0,3,2,2
2024,6,ASV,P008991,"BLACK, TARIK",10,0,1,28,17:46,10,5,5,0,0,0,1,0,5,5,0,0,3,0,0,3,2,3
2024,7,ULK,P009863,"BALDWIN IV, WADE",26,1,1,2,31:33,19,5,7,1,5,6,7,2,3,5,7,2,2,1,0,2,3,14
2024,7,ULK,P006661,"WILBEKIN, SCOTTIE",0,0,0,3,02:05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-3
2024,7,ULK,P002849,"MELLI, NICOLO",8,0,1,4,19:56,5,1,1,1,2,0,0,3,4,7,1,0,0,0,0,4,0,6
2024,7,ULK,P002968,"SANLI, SERTAC",3,0,0,5,09:38,7,2,3,1,3,0,0,1,1,2,2,0,1,0,0,4,0,-5
2024,7,ULK,P008962,"HAYES-DAVIS, NIGEL",15,1,1,11,27:21,15,4,5,1,4,4,5,0,2,2,1,1,2,0,0,1,4,16
2024,7,ULK,P011205,"HALL, DEVON",11,0,1,20,22:51,5,0,1,1,1,2,2,1,2,3,4,0,1,0,0,1,2,7
2024,7,ULK,P010560,"PIERRE, DYSHAWN",6,0,0,21,11:44,2,1,2,0,2,0,0,1,2,3,0,0,0,1,0,0,3,3
2024,7,ULK,P004004,"GUDURIC, MARKO",3,1,0,23,20:36,4,1,3,0,2,2,2,1,0,1,2,0,3,0,0,2,5,-1
2024,7,ULK,P008104,"ZAGARS, ARTURS",-1,0,0,32,02:35,3,0,0,0,1,3,4,0,0,0,0,0,0,0,0,3,1,3
2024,7,ULK,P009783,"COLSON, BONZIE",12,1,1,50,28:16,10,2,5,2,4,0,2,2,7,9,0,0,0,0,0,2,2,8
2024,7,ULK,PLMG,"MARJANOVIC, BOBAN",9,1,0,51,15:32,8,4,7,0,0,0,0,1,3,4,1,0,0,0,0,1,0,6
2024,7,ULK,P007182,"BIRCH, KHEM",7,0,0,92,07:53,4,2,3,0,0,0,0,0,3,3,0,1,1,1,0,0,0,1
2024,7,OLY,P008855,"WALKUP, THOMAS",6,0,1,0,21:45,2,1,3,0,2,0,0,0,2,2,5,1,1,0,0,1,2,-7
2024,7,OLY,P007982,"WILLIAMS-GOSS, NIGEL",3,1,1,1,20:58,6,2,6,0,1,2,2,1,0,1,2,0,2,0,0,1,2,-10
2024,7,OLY,P012878,"WRIGHT, MOSES",17,1,0,2,21:59,15,5,10,1,3,2,3,1,6,7,1,2,1,0,1,2,4,-2
2024,7,OLY,P010392,"LARENTZAKIS, GIANNOULIS",0,0,0,5,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,7,OLY,P007947,"VILDOZA, LUCA",1,0,0,8,03:52,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,2
2024,7,OLY,P003469,"VEZENKOV, SASHA",12,1,1,14,30:31,11,3,4,1,2,2,2,1,3,4,0,0,0,0,0,2,1,-4
2024,7,OLY,P001255,"PAPANIKOLAOU, KOSTAS",0,0,0,16,14:33,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,-1
2024,7,OLY,P009849,"DORSEY, TYLER",3,1,0,22,16:27,6,1,2,0,3,4,4,0,0,0,1,0,1,0,0,2,3,-8
2024,7,OLY,P008829,"PETERS, ALEC",-1,0,0,25,09:29,2,1,3,0,0,0,0,0,1,1,0,0,0,0,1,1,0,-7
2024,7,OLY,P011194,"PETRUSEV, FILIP",2,0,1,30,18:01,9,4,7,0,2,1,2,0,2,2,0,0,0,0,1,4,2,-9
2024,7,OLY,P007853,"MCKISSIC, SHAQUIELLE",15,0,1,77,20:00,13,2,3,1,4,6,6,0,2,2,2,0,0,0,0,1,3,-2
2024,7,OLY,P013380,"FOURNIER, EVAN",0,1,0,94,22:25,5,0,1,1,2,2,2,0,0,0,1,0,2,0,0,4,2,-7
2024,8,PRS,P012608,"SHORTS, TJ",21,1,1,0,27:51,16,6,10,0,1,4,5,0,3,3,4,3,2,0,0,4,7,2
2024,8,PRS,P012609,"MALCOLM, COLLIN",7,0,0,1,11:26,6,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,-3
2024,8,PRS,P012640,"HIFI, NADIR",5,0,1,2,20:28,12,3,7,1,6,3,4,1,0,1,2,0,0,0,0,2,2,-4
2024,8,PRS,P012610,"WARD, TYSON",7,1,1,3,28:34,9,2,4,1,6,2,3,1,2,3,2,1,0,0,1,2,3,0
2024,8,PRS,P013373,"CAVALIERE, LEOPOLD",0,0,0,4,14:09,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-10
2024,8,PRS,P005793,"SY, BANDJA",0,0,0,5,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,8,PRS,P012611,"HERRERA, SEBASTIAN",0,0,0,7,DNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,8,PRS,P004512,"KRATZER, LEON",0,0,0,8,11:26,3,1,4,0,0,1,2,2,1,3,0,0,1,0,0,3,2,-5
2024,8,PRS,P007032,"LO, MAODO",10,0,0,12,18:24,12,3,5,2,3,0,0,1,0,1,1,0,0,0,1,0,0,-2
2024,8,PRS,P010390,"HAYES, KEVARRIUS",15,1,1,13,28:34,10,3,6,0,0,4,4,2,3,5,0,1,0,1,0,1,2,2
2024,8,PRS,P012613,"JANTUNEN, MIKAEL",15,1,1,20,25:51,9,2,3,1,2,2,2,4,2,6,1,2,0,0,1,3,3,7
